image,sigma,algorithm,search radius,neighbor radius,psnr,SSIM,execution time (s)
cameraman,30,swnlm_cuda,10,1,28.559804,0.994163,0.508000
cameraman,30,cnlm_cuda,10,1,26.923782,0.991501,0.600000
cameraman,30,swnlm,10,2,29.624632,0.995418,89.776000
cameraman,30,cnlm,10,2,27.678076,0.992845,3.932000
cameraman,30,swnlm_cuda,10,2,29.628116,0.995422,1.309000
cameraman,30,cnlm_cuda,10,2,27.678076,0.992845,1.627000
cameraman,30,swnlm,10,3,29.244388,0.995003,193.499000
cameraman,30,cnlm,10,3,27.726975,0.992924,5.972000
cameraman,30,swnlm_cuda,10,3,29.246927,0.995006,3.138000
cameraman,30,cnlm_cuda,10,3,27.726975,0.992924,3.194000
cameraman,40,noisy,-,-,16.094075,0.896482,-
cameraman,40,swnlm,5,1,26.085846,0.989688,8.615000
cameraman,40,cnlm,5,1,24.084380,0.983667,0.658000
cameraman,40,swnlm_cuda,5,1,26.092383,0.989703,0.150000
cameraman,40,cnlm_cuda,5,1,24.084380,0.983667,0.171000
cameraman,40,swnlm,5,2,27.433665,0.992434,24.697000
cameraman,40,cnlm,5,2,24.827415,0.986245,1.088000
cameraman,40,swnlm_cuda,5,2,27.437992,0.992441,0.373000
cameraman,40,cnlm_cuda,5,2,24.827415,0.986245,0.464000
cameraman,40,swnlm,5,3,27.221514,0.992056,52.948000
cameraman,40,cnlm,5,3,24.880699,0.986414,1.646000
cameraman,40,swnlm_cuda,5,3,27.224167,0.992061,0.878000
cameraman,40,cnlm_cuda,5,3,24.880699,0.986414,0.891000
cameraman,40,swnlm,8,1,26.482825,0.990594,20.511000
cameraman,40,cnlm,8,1,24.663430,0.985725,1.529000
cameraman,40,swnlm_cuda,8,1,26.485859,0.990600,0.334000
cameraman,40,cnlm_cuda,8,1,24.663430,0.985725,0.394000
cameraman,40,swnlm,8,2,28.071205,0.993444,58.981000
cameraman,40,cnlm,8,2,25.515144,0.988251,2.583000
cameraman,40,swnlm_cuda,8,2,28.074085,0.993448,0.858000
cameraman,40,cnlm_cuda,8,2,25.515144,0.988251,1.068000
cameraman,40,swnlm,8,3,27.924236,0.993215,126.783000
cameraman,40,cnlm,8,3,25.575100,0.988410,3.917000
cameraman,40,swnlm_cuda,8,3,27.926398,0.993219,2.028000
cameraman,40,cnlm_cuda,8,3,25.575100,0.988410,2.079000
cameraman,40,swnlm,10,1,26.579314,0.990801,31.277000
cameraman,40,cnlm,10,1,24.796903,0.986155,2.327000
cameraman,40,swnlm_cuda,10,1,26.581319,0.990805,0.508000
cameraman,40,cnlm_cuda,10,1,24.796903,0.986155,0.600000
cameraman,40,swnlm,10,2,28.269790,0.993724,89.918000
cameraman,40,cnlm,10,2,25.678043,0.988668,3.931000
cameraman,40,swnlm_cuda,10,2,28.271969,0.993727,1.299000
cameraman,40,cnlm_cuda,10,2,25.678043,0.988668,1.628000
cameraman,40,swnlm,10,3,28.158265,0.993554,193.553000
cameraman,40,cnlm,10,3,25.739465,0.988823,5.972000
cameraman,40,swnlm_cuda,10,3,28.160329,0.993557,3.092000
cameraman,40,cnlm_cuda,10,3,25.739465,0.988823,3.170000
cameraman,50,noisy,-,-,14.152493,0.845750,-
cameraman,50,swnlm,5,1,24.381892,0.984754,8.624000
cameraman,50,cnlm,5,1,22.357525,0.975743,0.664000
cameraman,50,swnlm_cuda,5,1,24.388043,0.984776,0.141000
cameraman,50,cnlm_cuda,5,1,22.357525,0.975743,0.166000
cameraman,50,swnlm,5,2,26.075792,0.989655,24.739000
cameraman,50,cnlm,5,2,23.165436,0.979878,1.091000
cameraman,50,swnlm_cuda,5,2,26.079556,0.989664,0.360000
cameraman,50,cnlm_cuda,5,2,23.165436,0.979878,0.447000
cameraman,50,swnlm,5,3,26.118857,0.989750,52.890000
cameraman,50,cnlm,5,3,23.224912,0.980152,1.646000
cameraman,50,swnlm_cuda,5,3,26.121191,0.989755,0.857000
cameraman,50,cnlm_cuda,5,3,23.224912,0.980152,0.872000
cameraman,50,swnlm,8,1,24.799417,0.986161,20.506000
cameraman,50,cnlm,8,1,22.952213,0.978883,1.534000
cameraman,50,swnlm_cuda,8,1,24.802275,0.986171,0.333000
cameraman,50,cnlm_cuda,8,1,22.952213,0.978883,0.393000
cameraman,50,swnlm,8,2,26.772098,0.991134,59.054000
cameraman,50,cnlm,8,2,23.879954,0.982903,2.584000
cameraman,50,swnlm_cuda,8,2,26.774219,0.991138,0.858000
cameraman,50,cnlm_cuda,8,2,23.879954,0.982903,1.068000
cameraman,50,swnlm,8,3,26.919166,0.991397,126.920000
cameraman,50,cnlm,8,3,23.946511,0.983157,3.917000
cameraman,50,swnlm_cuda,8,3,26.920925,0.991401,2.028000
cameraman,50,cnlm_cuda,8,3,23.946511,0.983157,2.075000
cameraman,50,swnlm,10,1,24.905659,0.986496,31.259000
cameraman,50,cnlm,10,1,23.085341,0.979514,2.328000
cameraman,50,swnlm_cuda,10,1,24.907591,0.986502,0.508000
cameraman,50,cnlm_cuda,10,1,23.085341,0.979514,0.600000
cameraman,50,swnlm,10,2,26.982022,0.991526,89.935000
cameraman,50,cnlm,10,2,24.042803,0.983496,3.931000
cameraman,50,swnlm_cuda,10,2,26.983664,0.991530,1.298000
cameraman,50,cnlm_cuda,10,2,24.042803,0.983496,1.626000
cameraman,50,swnlm,10,3,27.167365,0.991831,193.586000
cameraman,50,cnlm,10,3,24.110697,0.983743,5.971000
cameraman,50,swnlm_cuda,10,3,27.168934,0.991834,3.093000
cameraman,50,cnlm_cuda,10,3,24.110697,0.983743,3.163000
cameraman,60,noisy,-,-,12.581765,0.794152,-
cameraman,60,swnlm,5,1,23.081793,0.979442,8.619000
cameraman,60,cnlm,5,1,20.965293,0.966634,0.649000
cameraman,60,swnlm_cuda,5,1,23.087858,0.979471,0.143000
cameraman,60,cnlm_cuda,5,1,20.965293,0.966634,0.165000
cameraman,60,swnlm,5,2,25.017397,0.986831,24.728000
cameraman,60,cnlm,5,2,21.817246,0.972610,1.087000
cameraman,60,swnlm_cuda,5,2,25.020892,0.986842,0.360000
cameraman,60,cnlm_cuda,5,2,21.817246,0.972610,0.447000
cameraman,60,swnlm,5,3,25.294052,0.987612,52.934000
cameraman,60,cnlm,5,3,21.880608,0.973008,1.646000
cameraman,60,swnlm_cuda,5,3,25.296063,0.987617,0.857000
cameraman,60,cnlm_cuda,5,3,21.880608,0.973008,0.872000
cameraman,60,swnlm,8,1,23.508493,0.981389,20.527000
cameraman,60,cnlm,8,1,21.565003,0.971018,1.534000
cameraman,60,swnlm_cuda,8,1,23.511402,0.981402,0.334000
cameraman,60,cnlm_cuda,8,1,21.565003,0.971018,0.394000
cameraman,60,swnlm,8,2,25.766860,0.988866,59.152000
cameraman,60,cnlm,8,2,22.540570,0.976788,2.583000
cameraman,60,swnlm_cuda,8,2,25.768734,0.988871,0.858000
cameraman,60,cnlm_cuda,8,2,22.540570,0.976788,1.068000
cameraman,60,swnlm,8,3,26.160889,0.989745,127.010000
cameraman,60,cnlm,8,3,22.611324,0.977155,3.917000
cameraman,60,swnlm_cuda,8,3,26.162286,0.989748,2.028000
cameraman,60,cnlm_cuda,8,3,22.611324,0.977155,2.072000
cameraman,60,swnlm,10,1,23.623383,0.981880,31.263000
cameraman,60,cnlm,10,1,21.702769,0.971921,2.327000
cameraman,60,swnlm_cuda,10,1,23.625421,0.981889,0.509000
cameraman,60,cnlm_cuda,10,1,21.702769,0.971921,0.600000
cameraman,60,swnlm,10,2,25.988268,0.989388,90.151000
cameraman,60,cnlm,10,2,22.707648,0.977608,3.933000
cameraman,60,swnlm_cuda,10,2,25.989672,0.989391,1.299000
cameraman,60,cnlm_cuda,10,2,22.707648,0.977608,1.619000
cameraman,60,swnlm,10,3,26.411709,0.990265,193.809000
cameraman,60,cnlm,10,3,22.779637,0.977962,5.975000
cameraman,60,swnlm_cuda,10,3,26.412888,0.990268,3.092000
cameraman,60,cnlm_cuda,10,3,22.779637,0.977962,3.152000
lake,0,original,-,-,inf,1.000000,-
lake,10,noisy,-,-,28.140608,0.994202,-
lake,10,swnlm,5,1,31.683390,0.997449,8.564000
lake,10,cnlm,5,1,31.763624,0.997499,0.664000
lake,10,swnlm_cuda,5,1,31.710228,0.997465,0.143000
lake,10,cnlm_cuda,5,1,31.763624,0.997499,0.166000
lake,10,swnlm,5,2,31.124348,0.997104,24.371000
lake,10,cnlm,5,2,31.658784,0.997437,1.088000
lake,10,swnlm_cuda,5,2,31.133072,0.997109,0.360000
lake,10,cnlm_cuda,5,2,31.658784,0.997437,0.448000
lake,10,swnlm,5,3,30.577917,0.996712,52.373000
lake,10,cnlm,5,3,31.632792,0.997422,1.646000
lake,10,swnlm_cuda,5,3,30.580798,0.996714,0.856000
lake,10,cnlm_cuda,5,3,31.632792,0.997422,0.872000
lake,10,swnlm,8,1,31.783803,0.997503,20.315000
lake,10,cnlm,8,1,32.047790,0.997658,1.534000
lake,10,swnlm_cuda,8,1,31.806183,0.997516,0.333000
lake,10,cnlm_cuda,8,1,32.047790,0.997658,0.394000
lake,10,swnlm,8,2,31.250690,0.997187,57.964000
lake,10,cnlm,8,2,31.922311,0.997589,2.583000
lake,10,swnlm_cuda,8,2,31.258916,0.997192,0.857000
lake,10,cnlm_cuda,8,2,31.922311,0.997589,1.068000
lake,10,swnlm,8,3,30.682254,0.996792,125.144000
lake,10,cnlm,8,3,31.891308,0.997572,3.917000
lake,10,swnlm_cuda,8,3,30.684929,0.996794,2.024000
lake,10,cnlm_cuda,8,3,31.891308,0.997572,2.064000
lake,10,swnlm,10,1,31.801558,0.997510,30.880000
lake,10,cnlm,10,1,32.142791,0.997709,2.323000
lake,10,swnlm_cuda,10,1,31.822174,0.997522,0.508000
lake,10,cnlm_cuda,10,1,32.142791,0.997709,0.600000
lake,10,swnlm,10,2,31.305035,0.997221,88.226000
lake,10,cnlm,10,2,32.015286,0.997641,3.933000
lake,10,swnlm_cuda,10,2,31.313308,0.997227,1.296000
lake,10,cnlm_cuda,10,2,32.015286,0.997641,1.619000
lake,10,swnlm,10,3,30.721514,0.996821,190.758000
lake,10,cnlm,10,3,31.982907,0.997623,5.973000
lake,10,swnlm_cuda,10,3,30.724173,0.996823,3.086000
lake,10,cnlm_cuda,10,3,31.982907,0.997623,3.151000
lake,20,noisy,-,-,22.115526,0.976540,-
lake,20,swnlm,5,1,28.566800,0.994762,8.610000
lake,20,cnlm,5,1,27.715745,0.993659,0.659000
lake,20,swnlm_cuda,5,1,28.579345,0.994777,0.143000
lake,20,cnlm_cuda,5,1,27.715745,0.993659,0.166000
lake,20,swnlm,5,2,27.810275,0.993787,24.552000
lake,20,cnlm,5,2,27.876409,0.993889,1.087000
lake,20,swnlm_cuda,5,2,27.821695,0.993803,0.360000
lake,20,cnlm_cuda,5,2,27.876409,0.993889,0.448000
lake,20,swnlm,5,3,26.947128,0.992433,52.712000
lake,20,cnlm,5,3,27.875599,0.993888,1.650000
lake,20,swnlm_cuda,5,3,26.951942,0.992441,0.856000
lake,20,cnlm_cuda,5,3,27.875599,0.993888,0.872000
lake,20,swnlm,8,1,28.781929,0.994999,20.434000
lake,20,cnlm,8,1,28.128903,0.994232,1.534000
lake,20,swnlm_cuda,8,1,28.789473,0.995008,0.333000
lake,20,cnlm_cuda,8,1,28.128903,0.994232,0.393000
lake,20,swnlm,8,2,28.115080,0.994192,58.542000
lake,20,cnlm,8,2,28.326889,0.994487,2.583000
lake,20,swnlm_cuda,8,2,28.125709,0.994206,0.857000
lake,20,cnlm_cuda,8,2,28.326889,0.994487,1.068000
lake,20,swnlm,8,3,27.171575,0.992814,125.980000
lake,20,cnlm,8,3,28.325547,0.994486,3.919000
lake,20,swnlm_cuda,8,3,27.176245,0.992821,2.026000
lake,20,cnlm_cuda,8,3,28.325547,0.994486,2.064000
lake,20,swnlm,10,1,28.823498,0.995038,31.088000
lake,20,cnlm,10,1,28.240017,0.994375,2.327000
lake,20,swnlm_cuda,10,1,28.829326,0.995045,0.529000
lake,20,cnlm_cuda,10,1,28.240017,0.994375,0.622000
lake,20,swnlm,10,2,28.230629,0.994333,89.265000
lake,20,cnlm,10,2,28.458546,0.994648,3.931000
lake,20,swnlm_cuda,10,2,28.240824,0.994346,1.308000
lake,20,cnlm_cuda,10,2,28.458546,0.994648,1.639000
lake,20,swnlm,10,3,27.264389,0.992964,192.567000
lake,20,cnlm,10,3,28.458265,0.994648,5.972000
lake,20,swnlm_cuda,10,3,27.269066,0.992972,3.114000
lake,20,cnlm_cuda,10,3,28.458265,0.994648,3.170000
lake,30,noisy,-,-,18.569396,0.946576,-
lake,30,swnlm,5,1,26.433201,0.991467,8.616000
lake,30,cnlm,5,1,25.141269,0.988549,0.653000
lake,30,swnlm_cuda,5,1,26.440557,0.991481,0.140000
lake,30,cnlm_cuda,5,1,25.141269,0.988549,0.166000
lake,30,swnlm,5,2,26.256673,0.991100,24.669000
lake,30,cnlm,5,2,25.542371,0.989555,1.087000
lake,30,swnlm_cuda,5,2,26.264949,0.991117,0.359000
lake,30,cnlm_cuda,5,2,25.542371,0.989555,0.447000
lake,30,swnlm,5,3,25.360532,0.989107,52.735000
lake,30,cnlm,5,3,25.564707,0.989608,1.646000
lake,30,swnlm_cuda,5,3,25.365793,0.989120,0.857000
lake,30,cnlm_cuda,5,3,25.564707,0.989608,0.872000
lake,30,swnlm,8,1,26.682723,0.991923,20.453000
lake,30,cnlm,8,1,25.561003,0.989594,1.530000
lake,30,swnlm_cuda,8,1,26.686492,0.991930,0.334000
lake,30,cnlm_cuda,8,1,25.561003,0.989594,0.394000
lake,30,swnlm,8,2,26.672968,0.991863,58.826000
lake,30,cnlm,8,2,26.020770,0.990622,2.583000
lake,30,swnlm_cuda,8,2,26.679347,0.991875,0.858000
lake,30,cnlm_cuda,8,2,26.020770,0.990622,1.068000
lake,30,swnlm,8,3,25.717147,0.989943,126.443000
lake,30,cnlm,8,3,26.045004,0.990673,3.917000
lake,30,swnlm_cuda,8,3,25.722118,0.989955,2.027000
lake,30,cnlm_cuda,8,3,26.045004,0.990673,2.065000
lake,30,swnlm,10,1,26.733745,0.992010,31.206000
lake,30,cnlm,10,1,25.655863,0.989809,2.329000
lake,30,swnlm_cuda,10,1,26.736453,0.992015,0.508000
lake,30,cnlm_cuda,10,1,25.655863,0.989809,0.600000
lake,30,swnlm,10,2,26.827401,0.992117,89.559000
lake,30,cnlm,10,2,26.134807,0.990850,3.932000
lake,30,swnlm_cuda,10,2,26.832788,0.992127,1.298000
lake,30,cnlm_cuda,10,2,26.134807,0.990850,1.617000
lake,30,swnlm,10,3,25.870369,0.990273,192.853000
lake,30,cnlm,10,3,26.159753,0.990900,5.973000
lake,30,swnlm_cuda,10,3,25.875298,0.990284,3.091000
lake,30,cnlm_cuda,10,3,26.159753,0.990900,3.151000
lake,40,noisy,-,-,16.086079,0.906557,-
lake,40,swnlm,5,1,24.813860,0.987649,8.622000
lake,40,cnlm,5,1,23.242214,0.982307,0.651000
lake,40,swnlm_cuda,5,1,24.819959,0.987666,0.143000
lake,40,cnlm_cuda,5,1,23.242214,0.982307,0.166000
lake,40,swnlm,5,2,25.209900,0.988669,24.720000
lake,40,cnlm,5,2,23.789995,0.984382,1.087000
lake,40,swnlm_cuda,5,2,25.215060,0.988683,0.360000
lake,40,cnlm_cuda,5,2,23.789995,0.984382,0.448000
lake,40,swnlm,5,3,24.452444,0.986543,52.907000
lake,40,cnlm,5,3,23.825902,0.984508,1.646000
lake,40,swnlm_cuda,5,3,24.456418,0.986556,0.857000
lake,40,cnlm_cuda,5,3,23.825902,0.984508,0.872000
lake,40,swnlm,8,1,25.066829,0.988330,20.502000
lake,40,cnlm,8,1,23.667038,0.983915,1.532000
lake,40,swnlm_cuda,8,1,25.069914,0.988338,0.334000
lake,40,cnlm_cuda,8,1,23.667038,0.983915,0.394000
lake,40,swnlm,8,2,25.650705,0.989691,58.915000
lake,40,cnlm,8,2,24.275393,0.985954,2.583000
lake,40,swnlm_cuda,8,2,25.653987,0.989699,0.858000
lake,40,cnlm_cuda,8,2,24.275393,0.985954,1.068000
lake,40,swnlm,8,3,24.925221,0.987851,126.712000
lake,40,cnlm,8,3,24.312839,0.986068,3.916000
lake,40,swnlm_cuda,8,3,24.928642,0.987860,2.027000
lake,40,cnlm_cuda,8,3,24.312839,0.986068,2.063000
lake,40,swnlm,10,1,25.123445,0.988473,31.204000
lake,40,cnlm,10,1,23.747891,0.984180,2.326000
lake,40,swnlm_cuda,10,1,25.125606,0.988479,0.504000
lake,40,cnlm_cuda,10,1,23.747891,0.984180,0.595000
lake,40,swnlm,10,2,25.793098,0.989984,89.956000
lake,40,cnlm,10,2,24.371869,0.986215,3.932000
lake,40,swnlm_cuda,10,2,25.795650,0.989990,1.298000
lake,40,cnlm_cuda,10,2,24.371869,0.986215,1.616000
lake,40,swnlm,10,3,25.114007,0.988318,193.484000
lake,40,cnlm,10,3,24.409292,0.986325,5.972000
lake,40,swnlm_cuda,10,3,25.117066,0.988327,3.092000
lake,40,cnlm_cuda,10,3,24.409292,0.986325,3.147000
lake,50,noisy,-,-,14.144595,0.859543,-
lake,50,swnlm,5,1,23.296026,0.982518,8.622000
lake,50,cnlm,5,1,21.661605,0.974611,0.649000
lake,50,swnlm_cuda,5,1,23.301950,0.982541,0.140000
lake,50,cnlm_cuda,5,1,21.661605,0.974611,0.166000
lake,50,swnlm,5,2,24.166605,0.985569,24.723000
lake,50,cnlm,5,2,22.304982,0.978050,1.088000
lake,50,swnlm_cuda,5,2,24.170284,0.985582,0.360000
lake,50,cnlm_cuda,5,2,22.304982,0.978050,0.448000
lake,50,swnlm,5,3,23.685608,0.983882,52.934000
lake,50,cnlm,5,3,22.349344,0.978266,1.646000
lake,50,swnlm_cuda,5,3,23.688250,0.983892,0.857000
lake,50,cnlm_cuda,5,3,22.349344,0.978266,0.872000
lake,50,swnlm,8,1,23.554524,0.983499,20.551000
lake,50,cnlm,8,1,22.086847,0.976877,1.533000
lake,50,swnlm_cuda,8,1,23.557358,0.983509,0.333000
lake,50,cnlm_cuda,8,1,22.086847,0.976877,0.394000
lake,50,swnlm,8,2,24.644678,0.986961,59.062000
lake,50,cnlm,8,2,22.796484,0.980197,2.584000
lake,50,swnlm_cuda,8,2,24.646807,0.986968,0.852000
lake,50,cnlm_cuda,8,2,22.796484,0.980197,1.060000
lake,50,swnlm,8,3,24.248508,0.985660,126.762000
lake,50,cnlm,8,3,22.843049,0.980391,3.918000
lake,50,swnlm_cuda,8,3,24.250465,0.985667,2.027000
lake,50,cnlm_cuda,8,3,22.843049,0.980391,2.063000
lake,50,swnlm,10,1,23.614710,0.983708,31.219000
lake,50,cnlm,10,1,22.162143,0.977194,2.327000
lake,50,swnlm_cuda,10,1,23.616653,0.983715,0.504000
lake,50,cnlm_cuda,10,1,22.162143,0.977194,0.595000
lake,50,swnlm,10,2,24.786668,0.987323,89.940000
lake,50,cnlm,10,2,22.884531,0.980474,3.931000
lake,50,swnlm_cuda,10,2,24.788266,0.987328,1.299000
lake,50,cnlm_cuda,10,2,22.884531,0.980474,1.615000
lake,50,swnlm,10,3,24.440858,0.986178,193.682000
lake,50,cnlm,10,3,22.930847,0.980660,5.972000
lake,50,swnlm_cuda,10,3,24.442570,0.986184,3.092000
lake,50,cnlm_cuda,10,3,22.930847,0.980660,3.147000
lake,60,noisy,-,-,12.579399,0.810846,-
lake,60,swnlm,5,1,22.065754,0.976846,8.627000
lake,60,cnlm,5,1,20.394626,0.966120,0.651000
lake,60,swnlm_cuda,5,1,22.071643,0.976877,0.139000
lake,60,cnlm_cuda,5,1,20.394626,0.966120,0.164000
lake,60,swnlm,5,2,23.364829,0.982618,24.725000
lake,60,cnlm,5,2,21.106263,0.971139,1.088000
lake,60,swnlm_cuda,5,2,23.367751,0.982629,0.360000
lake,60,cnlm_cuda,5,2,21.106263,0.971139,0.448000
lake,60,swnlm,5,3,23.062717,0.981290,52.928000
lake,60,cnlm,5,3,21.156707,0.971460,1.646000
lake,60,swnlm_cuda,5,3,23.064891,0.981300,0.850000
lake,60,cnlm_cuda,5,3,21.156707,0.971460,0.869000
lake,60,swnlm,8,1,22.326926,0.978167,20.524000
lake,60,cnlm,8,1,20.802535,0.968991,1.534000
lake,60,swnlm_cuda,8,1,22.329620,0.978181,0.334000
lake,60,cnlm_cuda,8,1,20.802535,0.968991,0.394000
lake,60,swnlm,8,2,23.845958,0.984284,59.043000
lake,60,cnlm,8,2,21.583149,0.973793,2.584000
lake,60,swnlm_cuda,8,2,23.847636,0.984290,0.852000
lake,60,cnlm_cuda,8,2,21.583149,0.973793,1.060000
lake,60,swnlm,8,3,23.666758,0.983432,126.838000
lake,60,cnlm,8,3,21.635818,0.974078,3.918000
lake,60,swnlm_cuda,8,3,23.668114,0.983438,2.028000
lake,60,cnlm_cuda,8,3,21.635818,0.974078,2.063000
lake,60,swnlm,10,1,22.384583,0.978440,31.237000
lake,60,cnlm,10,1,20.863703,0.969289,2.321000
lake,60,swnlm_cuda,10,1,22.386450,0.978449,0.504000
lake,60,cnlm_cuda,10,1,20.863703,0.969289,0.595000
lake,60,swnlm,10,2,23.985133,0.984713,90.012000
lake,60,cnlm,10,2,21.657800,0.974024,3.932000
lake,60,swnlm_cuda,10,2,23.986370,0.984718,1.298000
lake,60,cnlm_cuda,10,2,21.657800,0.974024,1.616000
lake,60,swnlm,10,3,23.850699,0.983986,193.858000
lake,60,cnlm,10,3,21.710302,0.974295,5.973000
lake,60,swnlm_cuda,10,3,23.851909,0.983991,3.096000
lake,60,cnlm_cuda,10,3,21.710302,0.974295,3.147000
house,0,original,-,-,inf,1.000000,-
house,10,noisy,-,-,28.127510,0.992524,-
house,10,swnlm,5,1,36.586858,0.998941,8.589000
house,10,cnlm,5,1,34.686988,0.998361,0.650000
house,10,swnlm_cuda,5,1,36.597258,0.998944,0.139000
house,10,cnlm_cuda,5,1,34.686988,0.998361,0.164000
house,10,swnlm,5,2,36.621084,0.998949,24.466000
house,10,cnlm,5,2,35.120971,0.998517,1.087000
house,10,swnlm_cuda,5,2,36.625760,0.998951,0.360000
house,10,cnlm_cuda,5,2,35.120971,0.998517,0.448000
house,10,swnlm,5,3,35.686565,0.998697,52.562000
house,10,cnlm,5,3,35.142675,0.998524,1.647000
house,10,swnlm_cuda,5,3,35.689001,0.998698,0.850000
house,10,cnlm_cuda,5,3,35.142675,0.998524,0.865000
house,10,swnlm,8,1,37.016042,0.999041,20.396000
house,10,cnlm,8,1,35.180896,0.998536,1.533000
house,10,swnlm_cuda,8,1,37.022790,0.999042,0.331000
house,10,cnlm_cuda,8,1,35.180896,0.998536,0.390000
house,10,swnlm,8,2,37.227875,0.999085,58.273000
house,10,cnlm,8,2,35.681593,0.998695,2.584000
house,10,swnlm_cuda,8,2,37.231755,0.999086,0.851000
house,10,cnlm_cuda,8,2,35.681593,0.998695,1.060000
house,10,swnlm,8,3,36.234955,0.998851,125.593000
house,10,cnlm,8,3,35.704980,0.998702,3.917000
house,10,swnlm_cuda,8,3,36.237192,0.998852,2.028000
house,10,cnlm_cuda,8,3,35.704980,0.998702,2.063000
house,10,swnlm,10,1,37.147570,0.999069,31.027000
house,10,cnlm,10,1,35.313544,0.998580,2.327000
house,10,swnlm_cuda,10,1,37.152971,0.999070,0.504000
house,10,cnlm_cuda,10,1,35.313544,0.998580,0.595000
house,10,swnlm,10,2,37.436134,0.999128,88.726000
house,10,cnlm,10,2,35.839479,0.998740,3.932000
house,10,swnlm_cuda,10,2,37.439798,0.999129,1.307000
house,10,cnlm_cuda,10,2,35.839479,0.998740,1.628000
house,10,swnlm,10,3,36.433176,0.998902,191.590000
house,10,cnlm,10,3,35.863927,0.998747,5.971000
house,10,swnlm_cuda,10,3,36.435155,0.998903,3.113000
house,10,cnlm_cuda,10,3,35.863927,0.998747,3.175000
house,20,noisy,-,-,22.098263,0.969647,-
house,20,swnlm,5,1,31.902943,0.996889,8.611000
house,20,cnlm,5,1,29.752726,0.994898,0.652000
house,20,swnlm_cuda,5,1,31.910936,0.996894,0.140000
house,20,cnlm_cuda,5,1,29.752726,0.994898,0.166000
house,20,swnlm,5,2,33.117140,0.997647,24.678000
house,20,cnlm,5,2,30.480472,0.995685,1.087000
house,20,swnlm_cuda,5,2,33.120815,0.997649,0.360000
house,20,cnlm_cuda,5,2,30.480472,0.995685,0.449000
house,20,swnlm,5,3,32.624726,0.997365,52.801000
house,20,cnlm,5,3,30.531193,0.995736,1.646000
house,20,swnlm_cuda,5,3,32.626796,0.997366,0.857000
house,20,cnlm_cuda,5,3,30.531193,0.995736,0.872000
house,20,swnlm,8,1,32.334962,0.997184,20.460000
house,20,cnlm,8,1,30.301126,0.995504,1.530000
house,20,swnlm_cuda,8,1,32.339083,0.997186,0.334000
house,20,cnlm_cuda,8,1,30.301126,0.995504,0.394000
house,20,swnlm,8,2,33.896324,0.998032,58.792000
house,20,cnlm,8,2,31.149907,0.996299,2.586000
house,20,swnlm_cuda,8,2,33.898756,0.998033,0.851000
house,20,cnlm_cuda,8,2,31.149907,0.996299,1.060000
house,20,swnlm,8,3,33.470729,0.997829,126.382000
house,20,cnlm,8,3,31.208656,0.996349,3.918000
house,20,swnlm_cuda,8,3,33.472399,0.997830,2.027000
house,20,cnlm_cuda,8,3,31.208656,0.996349,2.063000
house,20,swnlm,10,1,32.449517,0.997257,31.213000
house,20,cnlm,10,1,30.421742,0.995626,2.328000
house,20,swnlm_cuda,10,1,32.452398,0.997259,0.504000
house,20,cnlm_cuda,10,1,30.421742,0.995626,0.595000
house,20,swnlm,10,2,34.136068,0.998136,89.587000
house,20,cnlm,10,2,31.308434,0.996429,3.933000
house,20,swnlm_cuda,10,2,34.138153,0.998137,1.298000
house,20,cnlm_cuda,10,2,31.308434,0.996429,1.616000
house,20,swnlm,10,3,33.744480,0.997960,192.938000
house,20,cnlm,10,3,31.369776,0.996479,5.972000
house,20,swnlm_cuda,10,3,33.745935,0.997960,3.093000
house,20,cnlm_cuda,10,3,31.369776,0.996479,3.147000
house,30,noisy,-,-,18.585479,0.931803,-
house,30,swnlm,5,1,28.815543,0.993665,8.616000
house,30,cnlm,5,1,26.711176,0.989723,0.653000
house,30,swnlm_cuda,5,1,28.822686,0.993675,0.139000
house,30,cnlm_cuda,5,1,26.711176,0.989723,0.164000
house,30,swnlm,5,2,30.759037,0.995953,24.712000
house,30,cnlm,5,2,27.556039,0.991546,1.087000
house,30,swnlm_cuda,5,2,30.762782,0.995957,0.360000
house,30,cnlm_cuda,5,2,27.556039,0.991546,0.448000
house,30,swnlm,5,3,30.689528,0.995889,52.911000
house,30,cnlm,5,3,27.618098,0.991667,1.647000
house,30,swnlm_cuda,5,3,30.690990,0.995890,0.851000
house,30,cnlm_cuda,5,3,27.618098,0.991667,0.867000
house,30,swnlm,8,1,29.233284,0.994250,20.506000
house,30,cnlm,8,1,27.266533,0.990970,1.537000
house,30,swnlm_cuda,8,1,29.236558,0.994255,0.334000
house,30,cnlm_cuda,8,1,27.266533,0.990970,0.394000
house,30,swnlm,8,2,31.590576,0.996657,58.964000
house,30,cnlm,8,2,28.249040,0.992795,2.583000
house,30,swnlm_cuda,8,2,31.592873,0.996659,0.851000
house,30,cnlm_cuda,8,2,28.249040,0.992795,1.060000
house,30,swnlm,8,3,31.684010,0.996725,126.663000
house,30,cnlm,8,3,28.320770,0.992913,3.917000
house,30,swnlm_cuda,8,3,31.685127,0.996726,2.028000
house,30,cnlm_cuda,8,3,28.320770,0.992913,2.063000
house,30,swnlm,10,1,29.337941,0.994388,31.214000
house,30,cnlm,10,1,27.379339,0.991203,2.327000
house,30,swnlm_cuda,10,1,29.340165,0.994391,0.504000
house,30,cnlm_cuda,10,1,27.379339,0.991203,0.595000
