image,sigma,algorithm,search radius,neighbor radius,psnr,MSSIM,execution time (s)
peppers,40,swnlm_cuda,5,2,26.664795,0.528805,0.113000
peppers,40,cnlm_cuda,5,2,25.305030,0.389632,0.026000
peppers,40,swnlm,5,3,26.346889,0.544327,46.605000
peppers,40,cnlm,5,3,25.360221,0.393032,1.861000
peppers,40,swnlm_cuda,5,3,26.351147,0.544455,0.325000
peppers,40,cnlm_cuda,5,3,25.360225,0.393033,0.044000
peppers,40,swnlm,8,1,25.484556,0.397211,12.624000
peppers,40,cnlm,8,1,24.825373,0.355007,1.289000
peppers,40,swnlm_cuda,8,1,25.490701,0.397420,0.098000
peppers,40,cnlm_cuda,8,1,24.825376,0.355007,0.040000
peppers,40,swnlm,8,2,27.063036,0.548392,48.125000
peppers,40,cnlm,8,2,25.656367,0.405072,2.540000
peppers,40,swnlm_cuda,8,2,27.068143,0.548546,0.251000
peppers,40,cnlm_cuda,8,2,25.656369,0.405072,0.061000
peppers,40,swnlm,8,3,26.932942,0.563294,111.589000
peppers,40,cnlm,8,3,25.714637,0.408987,4.419000
peppers,40,swnlm_cuda,8,3,26.936851,0.563380,0.778000
peppers,40,cnlm_cuda,8,3,25.714625,0.408986,0.099000
peppers,40,swnlm,10,1,25.466519,0.393719,19.203000
peppers,40,cnlm,10,1,24.804911,0.353328,1.956000
peppers,40,swnlm_cuda,10,1,25.471699,0.393872,0.143000
peppers,40,cnlm_cuda,10,1,24.804919,0.353329,0.084000
peppers,40,swnlm,10,2,27.154522,0.552507,73.150000
peppers,40,cnlm,10,2,25.643693,0.404978,3.879000
peppers,40,swnlm_cuda,10,2,27.158801,0.552622,0.384000
peppers,40,cnlm_cuda,10,2,25.643688,0.404978,0.101000
peppers,40,swnlm,10,3,27.101952,0.566646,169.825000
peppers,40,cnlm,10,3,25.701668,0.409087,6.736000
peppers,40,swnlm_cuda,10,3,27.105030,0.566710,1.186000
peppers,40,cnlm_cuda,10,3,25.701675,0.409088,0.148000
peppers,50,noisy,-,-,14.740410,0.081561,-
peppers,50,swnlm,5,1,23.652621,0.311972,5.306000
peppers,50,cnlm,5,1,23.203167,0.290028,0.549000
peppers,50,swnlm_cuda,5,1,23.664057,0.312382,0.044000
peppers,50,cnlm_cuda,5,1,23.203167,0.290028,0.015000
peppers,50,swnlm,5,2,24.938494,0.439966,20.162000
peppers,50,cnlm,5,2,24.005994,0.328017,1.069000
peppers,50,swnlm_cuda,5,2,24.946683,0.440280,0.110000
peppers,50,cnlm_cuda,5,2,24.005984,0.328016,0.025000
peppers,50,swnlm,5,3,24.516172,0.463058,46.653000
peppers,50,cnlm,5,3,24.063581,0.330996,1.861000
peppers,50,swnlm_cuda,5,3,24.520350,0.463256,0.324000
peppers,50,cnlm_cuda,5,3,24.063569,0.330996,0.044000
peppers,50,swnlm,8,1,23.780271,0.312399,12.613000
peppers,50,cnlm,8,1,23.448051,0.292801,1.288000
peppers,50,swnlm_cuda,8,1,23.787801,0.312620,0.100000
peppers,50,cnlm_cuda,8,1,23.448054,0.292801,0.036000
peppers,50,swnlm,8,2,25.385878,0.464766,48.257000
peppers,50,cnlm,8,2,24.304140,0.336236,2.544000
peppers,50,swnlm_cuda,8,2,25.392349,0.464965,0.251000
peppers,50,cnlm_cuda,8,2,24.304146,0.336237,0.060000
peppers,50,swnlm,8,3,25.120087,0.499504,111.615000
peppers,50,cnlm,8,3,24.363581,0.339626,4.424000
peppers,50,swnlm_cuda,8,3,25.123998,0.499628,0.775000
peppers,50,cnlm_cuda,8,3,24.363583,0.339626,0.099000
peppers,50,swnlm,10,1,23.767286,0.309612,19.221000
peppers,50,cnlm,10,1,23.399851,0.289529,1.958000
peppers,50,swnlm_cuda,10,1,23.773440,0.309779,0.139000
peppers,50,cnlm_cuda,10,1,23.399860,0.289529,0.079000
peppers,50,swnlm,10,2,25.472270,0.468584,73.424000
peppers,50,cnlm,10,2,24.258903,0.334111,3.876000
peppers,50,swnlm_cuda,10,2,25.478539,0.468724,0.383000
peppers,50,cnlm_cuda,10,2,24.258910,0.334111,0.098000
peppers,50,swnlm,10,3,25.288559,0.505852,170.051000
peppers,50,cnlm,10,3,24.316441,0.337552,6.752000
peppers,50,swnlm_cuda,10,3,25.292286,0.505951,1.180000
peppers,50,cnlm_cuda,10,3,24.316451,0.337552,0.147000
peppers,60,noisy,-,-,13.390379,0.061936,-
peppers,60,swnlm,5,1,22.249355,0.252580,5.308000
peppers,60,cnlm,5,1,22.161949,0.246092,0.547000
peppers,60,swnlm_cuda,5,1,22.263470,0.253008,0.045000
peppers,60,cnlm_cuda,5,1,22.161953,0.246092,0.015000
peppers,60,swnlm,5,2,23.425698,0.361330,20.197000
peppers,60,cnlm,5,2,22.989217,0.280360,1.072000
peppers,60,swnlm_cuda,5,2,23.435143,0.361726,0.113000
peppers,60,cnlm_cuda,5,2,22.989220,0.280360,0.026000
peppers,60,swnlm,5,3,22.704119,0.376086,46.699000
peppers,60,cnlm,5,3,23.048014,0.283098,1.859000
peppers,60,swnlm_cuda,5,3,22.709374,0.376342,0.324000
peppers,60,cnlm_cuda,5,3,23.048012,0.283098,0.044000
peppers,60,swnlm,8,1,22.353045,0.251900,12.613000
peppers,60,cnlm,8,1,22.357112,0.245251,1.290000
peppers,60,swnlm_cuda,8,1,22.362580,0.252153,0.098000
peppers,60,cnlm_cuda,8,1,22.357116,0.245251,0.036000
peppers,60,swnlm,8,2,23.863059,0.384220,48.232000
peppers,60,cnlm,8,2,23.222712,0.283850,2.539000
peppers,60,swnlm_cuda,8,2,23.870891,0.384457,0.252000
peppers,60,cnlm_cuda,8,2,23.222719,0.283851,0.060000
peppers,60,swnlm,8,3,23.375442,0.419347,111.573000
peppers,60,cnlm,8,3,23.281852,0.286901,4.419000
peppers,60,swnlm_cuda,8,3,23.380028,0.419522,0.778000
peppers,60,cnlm_cuda,8,3,23.281855,0.286901,0.099000
peppers,60,swnlm,10,1,22.328048,0.249259,19.207000
peppers,60,cnlm,10,1,22.287430,0.241138,1.957000
peppers,60,swnlm_cuda,10,1,22.336168,0.249461,0.145000
peppers,60,cnlm_cuda,10,1,22.287430,0.241138,0.079000
peppers,60,swnlm,10,2,23.978757,0.387920,73.446000
peppers,60,cnlm,10,2,23.147279,0.280305,3.882000
peppers,60,swnlm_cuda,10,2,23.986003,0.388121,0.385000
peppers,60,cnlm_cuda,10,2,23.147282,0.280305,0.098000
peppers,60,swnlm,10,3,23.575984,0.428777,170.680000
peppers,60,cnlm,10,3,23.205135,0.283404,6.746000
peppers,60,swnlm_cuda,10,3,23.580620,0.428916,1.192000
peppers,60,cnlm_cuda,10,3,23.205137,0.283404,0.146000
livingroom,0,original,-,-,inf,1.000000,-
livingroom,10,noisy,-,-,28.187262,0.637452,-
livingroom,10,swnlm,5,1,31.816101,0.822237,5.221000
livingroom,10,cnlm,5,1,31.899191,0.848582,0.558000
livingroom,10,swnlm_cuda,5,1,31.833166,0.822521,0.046000
livingroom,10,cnlm_cuda,5,1,31.899189,0.848582,0.015000
livingroom,10,swnlm,5,2,31.700784,0.806361,19.637000
livingroom,10,cnlm,5,2,31.903290,0.849326,1.078000
livingroom,10,swnlm_cuda,5,2,31.709613,0.806599,0.117000
livingroom,10,cnlm_cuda,5,2,31.903264,0.849326,0.025000
livingroom,10,swnlm,5,3,31.170801,0.804105,45.719000
livingroom,10,cnlm,5,3,31.889951,0.849097,1.895000
livingroom,10,swnlm_cuda,5,3,31.175496,0.804256,0.332000
livingroom,10,cnlm_cuda,5,3,31.889969,0.849097,0.045000
livingroom,10,swnlm,8,1,31.829984,0.817130,12.356000
livingroom,10,cnlm,8,1,32.190208,0.850355,1.345000
livingroom,10,swnlm_cuda,8,1,31.842734,0.817306,0.099000
livingroom,10,cnlm_cuda,8,1,32.190168,0.850353,0.036000
livingroom,10,swnlm,8,2,31.857116,0.794193,46.661000
livingroom,10,cnlm,8,2,32.216431,0.845873,2.577000
livingroom,10,swnlm_cuda,8,2,31.865054,0.794372,0.259000
livingroom,10,cnlm_cuda,8,2,32.216396,0.845873,0.060000
livingroom,10,swnlm,8,3,31.333078,0.791130,108.615000
livingroom,10,cnlm,8,3,32.204271,0.845269,4.512000
livingroom,10,swnlm_cuda,8,3,31.337841,0.791282,0.791000
livingroom,10,cnlm_cuda,8,3,32.204237,0.845269,0.099000
livingroom,10,swnlm,10,1,31.824072,0.815704,18.815000
livingroom,10,cnlm,10,1,32.270860,0.850211,2.057000
livingroom,10,swnlm_cuda,10,1,31.835003,0.815857,0.149000
livingroom,10,cnlm_cuda,10,1,32.270841,0.850210,0.079000
livingroom,10,swnlm,10,2,31.899346,0.790622,71.193000
livingroom,10,cnlm,10,2,32.316871,0.844131,3.940000
livingroom,10,swnlm_cuda,10,2,31.906807,0.790780,0.394000
livingroom,10,cnlm_cuda,10,2,32.316805,0.844132,0.098000
livingroom,10,swnlm,10,3,31.387097,0.786249,165.877000
livingroom,10,cnlm,10,3,32.304938,0.843395,6.874000
livingroom,10,swnlm_cuda,10,3,31.391648,0.786386,1.201000
livingroom,10,cnlm_cuda,10,3,32.304859,0.843394,0.147000
livingroom,20,noisy,-,-,22.182616,0.376427,-
livingroom,20,swnlm,5,1,28.091751,0.690500,5.291000
livingroom,20,cnlm,5,1,27.699939,0.669391,0.551000
livingroom,20,swnlm_cuda,5,1,28.099937,0.690789,0.040000
livingroom,20,cnlm_cuda,5,1,27.699929,0.669391,0.013000
livingroom,20,swnlm,5,2,28.219990,0.693162,19.977000
livingroom,20,cnlm,5,2,27.993229,0.689755,1.069000
livingroom,20,swnlm_cuda,5,2,28.227509,0.693369,0.119000
livingroom,20,cnlm_cuda,5,2,27.993230,0.689756,0.025000
livingroom,20,swnlm,5,3,27.723805,0.680621,46.232000
livingroom,20,cnlm,5,3,28.010380,0.691099,1.857000
livingroom,20,swnlm_cuda,5,3,27.728181,0.680768,0.326000
livingroom,20,cnlm_cuda,5,3,28.010385,0.691100,0.045000
livingroom,20,swnlm,8,1,28.120914,0.689056,12.549000
livingroom,20,cnlm,8,1,27.978751,0.677545,1.302000
livingroom,20,swnlm_cuda,8,1,28.124737,0.689181,0.098000
livingroom,20,cnlm_cuda,8,1,27.978753,0.677547,0.036000
livingroom,20,swnlm,8,2,28.425551,0.682129,47.636000
livingroom,20,cnlm,8,2,28.317588,0.694875,2.544000
livingroom,20,swnlm_cuda,8,2,28.431724,0.682280,0.254000
livingroom,20,cnlm_cuda,8,2,28.317583,0.694874,0.060000
livingroom,20,swnlm,8,3,27.979771,0.665520,110.496000
livingroom,20,cnlm,8,3,28.336268,0.695808,4.435000
livingroom,20,swnlm_cuda,8,3,27.983607,0.665634,0.778000
livingroom,20,cnlm_cuda,8,3,28.336272,0.695807,0.099000
livingroom,20,swnlm,10,1,28.102288,0.687119,19.022000
livingroom,20,cnlm,10,1,28.006697,0.677296,1.968000
livingroom,20,swnlm_cuda,10,1,28.105257,0.687224,0.145000
livingroom,20,cnlm_cuda,10,1,28.006700,0.677297,0.079000
livingroom,20,swnlm,10,2,28.466641,0.678271,72.452000
livingroom,20,cnlm,10,2,28.356363,0.693300,3.872000
livingroom,20,swnlm_cuda,10,2,28.472176,0.678411,0.388000
livingroom,20,cnlm_cuda,10,2,28.356363,0.693300,0.098000
livingroom,20,swnlm,10,3,28.063545,0.660681,168.761000
livingroom,20,cnlm,10,3,28.375752,0.694053,6.744000
livingroom,20,swnlm_cuda,10,3,28.067254,0.660798,1.188000
livingroom,20,cnlm_cuda,10,3,28.375765,0.694054,0.148000
livingroom,30,noisy,-,-,18.713642,0.240865,-
livingroom,30,swnlm,5,1,25.886260,0.565296,5.292000
livingroom,30,cnlm,5,1,25.176196,0.517543,0.553000
livingroom,30,swnlm_cuda,5,1,25.891589,0.565586,0.043000
livingroom,30,cnlm_cuda,5,1,25.176198,0.517543,0.015000
livingroom,30,swnlm,5,2,26.251350,0.593827,20.073000
livingroom,30,cnlm,5,2,25.627395,0.542890,1.070000
livingroom,30,swnlm_cuda,5,2,26.256814,0.594050,0.115000
livingroom,30,cnlm_cuda,5,2,25.627382,0.542890,0.025000
livingroom,30,swnlm,5,3,25.983449,0.586278,46.306000
livingroom,30,cnlm,5,3,25.658288,0.544691,1.860000
livingroom,30,swnlm_cuda,5,3,25.987303,0.586406,0.325000
livingroom,30,cnlm_cuda,5,3,25.658288,0.544691,0.044000
livingroom,30,swnlm,8,1,25.951293,0.565427,12.574000
livingroom,30,cnlm,8,1,25.404870,0.522424,1.305000
livingroom,30,swnlm_cuda,8,1,25.953718,0.565555,0.098000
livingroom,30,cnlm_cuda,8,1,25.404865,0.522424,0.037000
livingroom,30,swnlm,8,2,26.417649,0.587658,47.851000
livingroom,30,cnlm,8,2,25.871553,0.546022,2.544000
livingroom,30,swnlm_cuda,8,2,26.421597,0.587799,0.252000
livingroom,30,cnlm_cuda,8,2,25.871538,0.546021,0.060000
livingroom,30,swnlm,8,3,26.272055,0.571738,111.275000
livingroom,30,cnlm,8,3,25.901290,0.547488,4.429000
livingroom,30,swnlm_cuda,8,3,26.275213,0.571848,0.777000
livingroom,30,cnlm_cuda,8,3,25.901292,0.547488,0.098000
livingroom,30,swnlm,10,1,25.941868,0.563737,19.119000
livingroom,30,cnlm,10,1,25.413563,0.521882,1.992000
livingroom,30,swnlm_cuda,10,1,25.943644,0.563825,0.140000
livingroom,30,cnlm_cuda,10,1,25.413568,0.521883,0.079000
livingroom,30,swnlm,10,2,26.432860,0.584943,73.067000
livingroom,30,cnlm,10,2,25.871474,0.544280,3.875000
livingroom,30,swnlm_cuda,10,2,26.435677,0.585046,0.385000
livingroom,30,cnlm_cuda,10,2,25.871479,0.544280,0.098000
livingroom,30,swnlm,10,3,26.331427,0.565076,169.655000
livingroom,30,cnlm,10,3,25.900698,0.545641,6.732000
livingroom,30,swnlm_cuda,10,3,26.334300,0.565178,1.183000
livingroom,30,cnlm_cuda,10,3,25.900691,0.545640,0.147000
livingroom,40,noisy,-,-,16.348710,0.163737,-
livingroom,40,swnlm,5,1,24.261912,0.462876,5.311000
livingroom,40,cnlm,5,1,23.451676,0.412670,0.553000
livingroom,40,swnlm_cuda,5,1,24.267374,0.463198,0.042000
livingroom,40,cnlm_cuda,5,1,23.451676,0.412670,0.016000
livingroom,40,swnlm,5,2,24.789311,0.498008,20.126000
livingroom,40,cnlm,5,2,23.994046,0.436265,1.068000
livingroom,40,swnlm_cuda,5,2,24.793346,0.498216,0.114000
livingroom,40,cnlm_cuda,5,2,23.994040,0.436265,0.025000
livingroom,40,swnlm,5,3,24.619996,0.488887,46.528000
livingroom,40,cnlm,5,3,24.031832,0.437917,1.862000
livingroom,40,swnlm_cuda,5,3,24.623200,0.489038,0.322000
livingroom,40,cnlm_cuda,5,3,24.031832,0.437917,0.044000
livingroom,40,swnlm,8,1,24.347610,0.463243,12.592000
livingroom,40,cnlm,8,1,23.656047,0.413454,1.294000
livingroom,40,swnlm_cuda,8,1,24.350311,0.463393,0.098000
livingroom,40,cnlm_cuda,8,1,23.656048,0.413454,0.036000
livingroom,40,swnlm,8,2,24.952998,0.497027,48.060000
livingroom,40,cnlm,8,2,24.199004,0.435401,2.537000
livingroom,40,swnlm_cuda,8,2,24.955176,0.497144,0.264000
livingroom,40,cnlm_cuda,8,2,24.199001,0.435401,0.063000
livingroom,40,swnlm,8,3,24.869231,0.479359,111.419000
livingroom,40,cnlm,8,3,24.234153,0.436798,4.418000
livingroom,40,swnlm_cuda,8,3,24.871180,0.479437,0.791000
livingroom,40,cnlm_cuda,8,3,24.234149,0.436798,0.102000
livingroom,40,swnlm,10,1,24.334433,0.461201,19.162000
livingroom,40,cnlm,10,1,23.645146,0.412462,1.982000
livingroom,40,swnlm_cuda,10,1,24.336457,0.461315,0.145000
livingroom,40,cnlm_cuda,10,1,23.645147,0.412462,0.082000
livingroom,40,swnlm,10,2,24.968032,0.495047,73.162000
livingroom,40,cnlm,10,2,24.177463,0.433472,3.878000
livingroom,40,swnlm_cuda,10,2,24.969620,0.495129,0.383000
livingroom,40,cnlm_cuda,10,2,24.177463,0.433470,0.099000
livingroom,40,swnlm,10,3,24.903275,0.474051,170.044000
livingroom,40,cnlm,10,3,24.210968,0.434795,6.749000
livingroom,40,swnlm_cuda,10,3,24.905074,0.474131,1.173000
livingroom,40,cnlm_cuda,10,3,24.210971,0.434794,0.147000
livingroom,50,noisy,-,-,14.550034,0.115397,-
livingroom,50,swnlm,5,1,22.863895,0.380327,5.311000
livingroom,50,cnlm,5,1,22.116261,0.337614,0.554000
livingroom,50,swnlm_cuda,5,1,22.870528,0.380681,0.045000
livingroom,50,cnlm_cuda,5,1,22.116264,0.337614,0.014000
livingroom,50,swnlm,5,2,23.587173,0.421386,20.113000
livingroom,50,cnlm,5,2,22.715874,0.358556,1.070000
livingroom,50,swnlm_cuda,5,2,23.591730,0.421638,0.106000
livingroom,50,cnlm_cuda,5,2,22.715874,0.358557,0.025000
livingroom,50,swnlm,5,3,23.364913,0.409861,46.491000
livingroom,50,cnlm,5,3,22.757943,0.360009,1.861000
livingroom,50,swnlm_cuda,5,3,23.368094,0.410026,0.322000
livingroom,50,cnlm_cuda,5,3,22.757947,0.360010,0.044000
livingroom,50,swnlm,8,1,22.967589,0.380128,12.603000
livingroom,50,cnlm,8,1,22.291542,0.333891,1.294000
livingroom,50,swnlm_cuda,8,1,22.971211,0.380309,0.097000
livingroom,50,cnlm_cuda,8,1,22.291535,0.333890,0.036000
livingroom,50,swnlm,8,2,23.772122,0.426733,48.063000
livingroom,50,cnlm,8,2,22.885179,0.352782,2.546000
livingroom,50,swnlm_cuda,8,2,23.774844,0.426874,0.251000
livingroom,50,cnlm_cuda,8,2,22.885187,0.352782,0.060000
livingroom,50,swnlm,8,3,23.618033,0.409553,111.534000
livingroom,50,cnlm,8,3,22.924507,0.353996,4.418000
livingroom,50,swnlm_cuda,8,3,23.620236,0.409664,0.772000
livingroom,50,cnlm_cuda,8,3,22.924503,0.353996,0.098000
livingroom,50,swnlm,10,1,22.961248,0.378712,19.174000
livingroom,50,cnlm,10,1,22.272494,0.332335,1.978000
livingroom,50,swnlm_cuda,10,1,22.963972,0.378842,0.141000
livingroom,50,cnlm_cuda,10,1,22.272492,0.332335,0.079000
livingroom,50,swnlm,10,2,23.802559,0.426768,73.347000
livingroom,50,cnlm,10,2,22.855064,0.350497,3.873000
livingroom,50,swnlm_cuda,10,2,23.804469,0.426862,0.381000
livingroom,50,cnlm_cuda,10,2,22.855061,0.350497,0.098000
livingroom,50,swnlm,10,3,23.652555,0.406729,170.250000
livingroom,50,cnlm,10,3,22.892422,0.351644,6.742000
livingroom,50,swnlm_cuda,10,3,23.654339,0.406808,1.180000
livingroom,50,cnlm_cuda,10,3,22.892422,0.351644,0.146000
livingroom,60,noisy,-,-,13.181944,0.085142,-
livingroom,60,swnlm,5,1,21.607193,0.312440,5.312000
livingroom,60,cnlm,5,1,21.125105,0.284886,0.550000
livingroom,60,swnlm_cuda,5,1,21.615614,0.312860,0.045000
livingroom,60,cnlm_cuda,5,1,21.125103,0.284886,0.014000
livingroom,60,swnlm,5,2,22.457042,0.352197,20.181000
livingroom,60,cnlm,5,2,21.769496,0.303785,1.070000
livingroom,60,swnlm_cuda,5,2,22.462279,0.352465,0.110000
livingroom,60,cnlm_cuda,5,2,21.769502,0.303785,0.025000
livingroom,60,swnlm,5,3,22.113849,0.335080,46.494000
livingroom,60,cnlm,5,3,21.814049,0.305090,1.860000
livingroom,60,swnlm_cuda,5,3,22.117242,0.335255,0.323000
livingroom,60,cnlm_cuda,5,3,21.814051,0.305090,0.044000
livingroom,60,swnlm,8,1,21.693238,0.310687,12.610000
livingroom,60,cnlm,8,1,21.268244,0.278389,1.303000
livingroom,60,swnlm_cuda,8,1,21.698411,0.310916,0.098000
livingroom,60,cnlm_cuda,8,1,21.268238,0.278389,0.036000
livingroom,60,swnlm,8,2,22.689495,0.360304,48.183000
livingroom,60,cnlm,8,2,21.900257,0.295061,2.545000
livingroom,60,swnlm_cuda,8,2,22.693256,0.360491,0.250000
livingroom,60,cnlm_cuda,8,2,21.900254,0.295061,0.060000
livingroom,60,swnlm,8,3,22.455925,0.344271,111.484000
livingroom,60,cnlm,8,3,21.942236,0.296139,4.419000
livingroom,60,swnlm_cuda,8,3,22.457972,0.344369,0.774000
livingroom,60,cnlm_cuda,8,3,21.942237,0.296140,0.099000
livingroom,60,swnlm,10,1,21.685727,0.309278,19.238000
livingroom,60,cnlm,10,1,21.232265,0.276150,1.971000
livingroom,60,swnlm_cuda,10,1,21.689697,0.309450,0.139000
livingroom,60,cnlm_cuda,10,1,21.232270,0.276150,0.079000
livingroom,60,swnlm,10,2,22.742992,0.361220,73.307000
livingroom,60,cnlm,10,2,21.851516,0.292279,3.874000
livingroom,60,swnlm_cuda,10,2,22.746107,0.361347,0.382000
livingroom,60,cnlm_cuda,10,2,21.851518,0.292279,0.098000
livingroom,60,swnlm,10,3,22.545062,0.345357,170.474000
livingroom,60,cnlm,10,3,21.890217,0.293202,6.752000
livingroom,60,swnlm_cuda,10,3,22.546922,0.345428,1.183000
livingroom,60,cnlm_cuda,10,3,21.890220,0.293202,0.146000
