image,sigma,algorithm,search radius,neighbor radius,psnr,SSIM,execution time (s)
peppers,30,swnlm,8,1,27.371601,0.505118,12.607000
peppers,30,cnlm,8,1,26.666862,0.505067,1.289000
peppers,30,swnlm_cuda,8,1,27.375880,0.505118,0.102000
peppers,30,cnlm_cuda,8,1,26.666872,0.505067,0.040000
peppers,30,swnlm,8,2,28.655361,0.505137,48.438000
peppers,30,cnlm,8,2,27.412167,0.505091,2.541000
peppers,30,swnlm_cuda,8,2,28.659348,0.505137,0.255000
peppers,30,cnlm_cuda,8,2,27.412164,0.505091,0.062000
peppers,30,swnlm,8,3,28.488804,0.505130,111.936000
peppers,30,cnlm,8,3,27.463393,0.505093,4.191000
peppers,30,swnlm_cuda,8,3,28.492483,0.505130,0.779000
peppers,30,cnlm_cuda,8,3,27.463392,0.505093,0.098000
peppers,30,swnlm,10,1,27.359050,0.505124,19.109000
peppers,30,cnlm,10,1,26.664846,0.505080,1.957000
peppers,30,swnlm_cuda,10,1,27.362397,0.505124,0.141000
peppers,30,cnlm_cuda,10,1,26.664837,0.505080,0.083000
peppers,30,swnlm,10,2,28.744345,0.505144,73.824000
peppers,30,cnlm,10,2,27.422247,0.505104,3.877000
peppers,30,swnlm_cuda,10,2,28.747522,0.505144,0.386000
peppers,30,cnlm_cuda,10,2,27.422240,0.505104,0.101000
peppers,30,swnlm,10,3,28.651359,0.505138,170.589000
peppers,30,cnlm,10,3,27.474163,0.505106,6.384000
peppers,30,swnlm_cuda,10,3,28.654963,0.505138,1.189000
peppers,30,cnlm_cuda,10,3,27.474158,0.505106,0.149000
peppers,40,noisy,-,-,16.453202,0.503940,-
peppers,40,swnlm,5,1,25.374834,0.505170,5.313000
peppers,40,cnlm,5,1,24.542658,0.505063,0.548000
peppers,40,swnlm_cuda,5,1,25.384143,0.505170,0.043000
peppers,40,cnlm_cuda,5,1,24.542656,0.505063,0.016000
peppers,40,swnlm,5,2,26.658383,0.505195,20.356000
peppers,40,cnlm,5,2,25.305042,0.505104,1.070000
peppers,40,swnlm_cuda,5,2,26.664785,0.505195,0.107000
peppers,40,cnlm_cuda,5,2,25.305034,0.505104,0.025000
peppers,40,swnlm,5,3,26.346889,0.505184,46.840000
peppers,40,cnlm,5,3,25.360221,0.505107,1.753000
peppers,40,swnlm_cuda,5,3,26.351147,0.505184,0.323000
peppers,40,cnlm_cuda,5,3,25.360224,0.505107,0.045000
peppers,40,swnlm,8,1,25.484556,0.505193,12.609000
peppers,40,cnlm,8,1,24.825373,0.505107,1.290000
peppers,40,swnlm_cuda,8,1,25.490699,0.505193,0.098000
peppers,40,cnlm_cuda,8,1,24.825367,0.505107,0.040000
peppers,40,swnlm,8,2,27.063036,0.505222,48.527000
peppers,40,cnlm,8,2,25.656367,0.505146,2.543000
peppers,40,swnlm_cuda,8,2,27.068141,0.505222,0.252000
peppers,40,cnlm_cuda,8,2,25.656368,0.505146,0.062000
peppers,40,swnlm,8,3,26.932942,0.505213,112.017000
peppers,40,cnlm,8,3,25.714637,0.505149,4.192000
peppers,40,swnlm_cuda,8,3,26.936845,0.505213,0.774000
peppers,40,cnlm_cuda,8,3,25.714643,0.505149,0.099000
peppers,40,swnlm,10,1,25.466519,0.505202,19.153000
peppers,40,cnlm,10,1,24.804911,0.505126,1.961000
peppers,40,swnlm_cuda,10,1,25.471701,0.505201,0.140000
peppers,40,cnlm_cuda,10,1,24.804913,0.505126,0.084000
peppers,40,swnlm,10,2,27.154522,0.505231,73.943000
peppers,40,cnlm,10,2,25.643693,0.505164,3.873000
peppers,40,swnlm_cuda,10,2,27.158798,0.505230,0.383000
peppers,40,cnlm_cuda,10,2,25.643688,0.505164,0.101000
peppers,40,swnlm,10,3,27.101952,0.505223,171.022000
peppers,40,cnlm,10,3,25.701668,0.505168,6.401000
peppers,40,swnlm_cuda,10,3,27.105036,0.505223,1.183000
peppers,40,cnlm_cuda,10,3,25.701683,0.505168,0.149000
peppers,50,noisy,-,-,14.740410,0.503521,-
peppers,50,swnlm,5,1,23.652621,0.505256,5.315000
peppers,50,cnlm,5,1,23.203167,0.505119,0.548000
peppers,50,swnlm_cuda,5,1,23.664055,0.505256,0.045000
peppers,50,cnlm_cuda,5,1,23.203164,0.505119,0.015000
peppers,50,swnlm,5,2,24.938494,0.505290,20.360000
peppers,50,cnlm,5,2,24.005994,0.505177,1.069000
peppers,50,swnlm_cuda,5,2,24.946682,0.505290,0.109000
peppers,50,cnlm_cuda,5,2,24.005989,0.505177,0.025000
peppers,50,swnlm,5,3,24.516172,0.505271,46.822000
peppers,50,cnlm,5,3,24.063581,0.505181,1.758000
peppers,50,swnlm_cuda,5,3,24.520345,0.505271,0.323000
peppers,50,cnlm_cuda,5,3,24.063576,0.505181,0.044000
peppers,50,swnlm,8,1,23.780271,0.505290,12.629000
peppers,50,cnlm,8,1,23.448051,0.505177,1.290000
peppers,50,swnlm_cuda,8,1,23.787801,0.505289,0.099000
peppers,50,cnlm_cuda,8,1,23.448044,0.505177,0.036000
peppers,50,swnlm,8,2,25.385878,0.505323,48.581000
peppers,50,cnlm,8,2,24.304140,0.505232,2.542000
peppers,50,swnlm_cuda,8,2,25.392346,0.505323,0.251000
peppers,50,cnlm_cuda,8,2,24.304141,0.505232,0.060000
peppers,50,swnlm,8,3,25.120087,0.505310,112.146000
peppers,50,cnlm,8,3,24.363581,0.505236,4.188000
peppers,50,swnlm_cuda,8,3,25.123994,0.505310,0.779000
peppers,50,cnlm_cuda,8,3,24.363584,0.505236,0.098000
peppers,50,swnlm,10,1,23.767286,0.505300,19.229000
peppers,50,cnlm,10,1,23.399851,0.505202,1.959000
peppers,50,swnlm_cuda,10,1,23.773445,0.505300,0.139000
peppers,50,cnlm_cuda,10,1,23.399857,0.505202,0.079000
peppers,50,swnlm,10,2,25.472270,0.505334,74.034000
peppers,50,cnlm,10,2,24.258903,0.505256,3.873000
peppers,50,swnlm_cuda,10,2,25.478529,0.505334,0.383000
peppers,50,cnlm_cuda,10,2,24.258913,0.505256,0.098000
peppers,50,swnlm,10,3,25.288559,0.505324,171.123000
peppers,50,cnlm,10,3,24.316441,0.505260,6.388000
peppers,50,swnlm_cuda,10,3,25.292279,0.505324,1.185000
peppers,50,cnlm_cuda,10,3,24.316447,0.505260,0.147000
peppers,60,noisy,-,-,13.390379,0.503114,-
peppers,60,swnlm,5,1,22.249355,0.505347,5.324000
peppers,60,cnlm,5,1,22.161949,0.505181,0.549000
peppers,60,swnlm_cuda,5,1,22.263468,0.505347,0.046000
peppers,60,cnlm_cuda,5,1,22.161949,0.505181,0.016000
peppers,60,swnlm,5,2,23.425698,0.505384,20.353000
peppers,60,cnlm,5,2,22.989217,0.505257,1.070000
peppers,60,swnlm_cuda,5,2,23.435146,0.505384,0.113000
peppers,60,cnlm_cuda,5,2,22.989216,0.505257,0.025000
peppers,60,swnlm,5,3,22.704119,0.505345,46.800000
peppers,60,cnlm,5,3,23.048014,0.505262,1.755000
peppers,60,swnlm_cuda,5,3,22.709374,0.505345,0.325000
peppers,60,cnlm_cuda,5,3,23.048020,0.505262,0.044000
peppers,60,swnlm,8,1,22.353045,0.505391,12.624000
peppers,60,cnlm,8,1,22.357112,0.505252,1.292000
peppers,60,swnlm_cuda,8,1,22.362580,0.505391,0.098000
peppers,60,cnlm_cuda,8,1,22.357111,0.505252,0.036000
peppers,60,swnlm,8,2,23.863059,0.505428,48.640000
peppers,60,cnlm,8,2,23.222712,0.505324,2.544000
peppers,60,swnlm_cuda,8,2,23.870889,0.505428,0.253000
peppers,60,cnlm_cuda,8,2,23.222727,0.505324,0.060000
peppers,60,swnlm,8,3,23.375442,0.505402,112.128000
peppers,60,cnlm,8,3,23.281852,0.505329,4.205000
peppers,60,swnlm_cuda,8,3,23.380023,0.505402,0.782000
peppers,60,cnlm_cuda,8,3,23.281852,0.505329,0.099000
peppers,60,swnlm,10,1,22.328048,0.505406,19.216000
peppers,60,cnlm,10,1,22.287430,0.505285,1.960000
peppers,60,swnlm_cuda,10,1,22.336170,0.505406,0.139000
peppers,60,cnlm_cuda,10,1,22.287432,0.505285,0.079000
peppers,60,swnlm,10,2,23.978757,0.505443,74.039000
peppers,60,cnlm,10,2,23.147279,0.505355,3.878000
peppers,60,swnlm_cuda,10,2,23.986001,0.505443,0.385000
peppers,60,cnlm_cuda,10,2,23.147280,0.505355,0.098000
peppers,60,swnlm,10,3,23.575984,0.505422,171.327000
peppers,60,cnlm,10,3,23.205135,0.505360,6.385000
peppers,60,swnlm_cuda,10,3,23.580617,0.505421,1.187000
peppers,60,cnlm_cuda,10,3,23.205139,0.505360,0.146000
livingroom,0,original,-,-,inf,1.000000,-
livingroom,10,noisy,-,-,28.187262,0.507148,-
livingroom,10,swnlm,5,1,31.816101,0.507365,5.238000
livingroom,10,cnlm,5,1,31.899191,0.507321,0.559000
livingroom,10,swnlm_cuda,5,1,31.833166,0.507365,0.040000
livingroom,10,cnlm_cuda,5,1,31.899211,0.507321,0.013000
livingroom,10,swnlm,5,2,31.700784,0.507325,19.840000
livingroom,10,cnlm,5,2,31.903290,0.507316,1.078000
livingroom,10,swnlm_cuda,5,2,31.709603,0.507324,0.112000
livingroom,10,cnlm_cuda,5,2,31.903281,0.507316,0.025000
livingroom,10,swnlm,5,3,31.170801,0.507294,45.758000
livingroom,10,cnlm,5,3,31.889951,0.507315,1.754000
livingroom,10,swnlm_cuda,5,3,31.175500,0.507294,0.331000
livingroom,10,cnlm_cuda,5,3,31.889967,0.507315,0.045000
livingroom,10,swnlm,8,1,31.829984,0.507383,12.377000
livingroom,10,cnlm,8,1,32.190208,0.507345,1.332000
livingroom,10,swnlm_cuda,8,1,31.842734,0.507383,0.103000
livingroom,10,cnlm_cuda,8,1,32.190170,0.507345,0.037000
livingroom,10,swnlm,8,2,31.857116,0.507337,47.115000
livingroom,10,cnlm,8,2,32.216431,0.507340,2.576000
livingroom,10,swnlm_cuda,8,2,31.865052,0.507337,0.259000
livingroom,10,cnlm_cuda,8,2,32.216423,0.507340,0.060000
livingroom,10,swnlm,8,3,31.333078,0.507303,109.153000
livingroom,10,cnlm,8,3,32.204271,0.507339,4.221000
livingroom,10,swnlm_cuda,8,3,31.337842,0.507303,0.788000
livingroom,10,cnlm_cuda,8,3,32.204239,0.507339,0.099000
livingroom,10,swnlm,10,1,31.824072,0.507391,18.776000
livingroom,10,cnlm,10,1,32.270860,0.507356,2.037000
livingroom,10,swnlm_cuda,10,1,31.834992,0.507391,0.143000
livingroom,10,cnlm_cuda,10,1,32.270853,0.507356,0.079000
livingroom,10,swnlm,10,2,31.899346,0.507343,71.730000
livingroom,10,cnlm,10,2,32.316871,0.507351,3.955000
livingroom,10,swnlm_cuda,10,2,31.906813,0.507342,0.401000
livingroom,10,cnlm_cuda,10,2,32.316827,0.507351,0.101000
livingroom,10,swnlm,10,3,31.387097,0.507307,166.572000
livingroom,10,cnlm,10,3,32.304938,0.507350,6.418000
livingroom,10,swnlm_cuda,10,3,31.391648,0.507307,1.214000
livingroom,10,cnlm_cuda,10,3,32.304959,0.507350,0.149000
livingroom,20,noisy,-,-,22.182616,0.506622,-
livingroom,20,swnlm,5,1,28.091751,0.507430,5.304000
livingroom,20,cnlm,5,1,27.699939,0.507350,0.548000
livingroom,20,swnlm_cuda,5,1,28.099928,0.507430,0.040000
livingroom,20,cnlm_cuda,5,1,27.699935,0.507350,0.014000
livingroom,20,swnlm,5,2,28.219990,0.507403,20.157000
livingroom,20,cnlm,5,2,27.993229,0.507366,1.069000
livingroom,20,swnlm_cuda,5,2,28.227507,0.507402,0.114000
livingroom,20,cnlm_cuda,5,2,27.993220,0.507366,0.026000
livingroom,20,swnlm,5,3,27.723805,0.507331,46.410000
livingroom,20,cnlm,5,3,28.010380,0.507367,1.756000
livingroom,20,swnlm_cuda,5,3,27.728182,0.507330,0.327000
livingroom,20,cnlm_cuda,5,3,28.010389,0.507367,0.045000
livingroom,20,swnlm,8,1,28.120914,0.507458,12.550000
livingroom,20,cnlm,8,1,27.978751,0.507416,1.295000
livingroom,20,swnlm_cuda,8,1,28.124731,0.507458,0.101000
livingroom,20,cnlm_cuda,8,1,27.978744,0.507416,0.036000
livingroom,20,swnlm,8,2,28.425551,0.507444,48.007000
livingroom,20,cnlm,8,2,28.317588,0.507437,2.546000
livingroom,20,swnlm_cuda,8,2,28.431732,0.507444,0.255000
livingroom,20,cnlm_cuda,8,2,28.317585,0.507437,0.060000
livingroom,20,swnlm,8,3,27.979771,0.507364,111.093000
livingroom,20,cnlm,8,3,28.336268,0.507438,4.210000
livingroom,20,swnlm_cuda,8,3,27.983615,0.507364,0.782000
livingroom,20,cnlm_cuda,8,3,28.336261,0.507438,0.099000
livingroom,20,swnlm,10,1,28.102288,0.507469,19.079000
livingroom,20,cnlm,10,1,28.006697,0.507445,1.971000
livingroom,20,swnlm_cuda,10,1,28.105256,0.507469,0.141000
livingroom,20,cnlm_cuda,10,1,28.006695,0.507445,0.079000
livingroom,20,swnlm,10,2,28.466641,0.507464,73.085000
livingroom,20,cnlm,10,2,28.356363,0.507470,3.875000
livingroom,20,swnlm_cuda,10,2,28.472166,0.507464,0.389000
livingroom,20,cnlm_cuda,10,2,28.356353,0.507470,0.098000
livingroom,20,swnlm,10,3,28.063545,0.507383,169.495000
livingroom,20,cnlm,10,3,28.375752,0.507471,6.396000
livingroom,20,swnlm_cuda,10,3,28.067253,0.507383,1.193000
livingroom,20,cnlm_cuda,10,3,28.375746,0.507471,0.147000
livingroom,30,noisy,-,-,18.713642,0.505828,-
livingroom,30,swnlm,5,1,25.886260,0.507492,5.303000
livingroom,30,cnlm,5,1,25.176196,0.507389,0.549000
livingroom,30,swnlm_cuda,5,1,25.891590,0.507492,0.045000
livingroom,30,cnlm_cuda,5,1,25.176197,0.507389,0.016000
livingroom,30,swnlm,5,2,26.251350,0.507550,20.284000
livingroom,30,cnlm,5,2,25.627395,0.507444,1.071000
livingroom,30,swnlm_cuda,5,2,26.256823,0.507550,0.115000
livingroom,30,cnlm_cuda,5,2,25.627388,0.507444,0.025000
livingroom,30,swnlm,5,3,25.983449,0.507494,46.675000
livingroom,30,cnlm,5,3,25.658288,0.507448,1.766000
livingroom,30,swnlm_cuda,5,3,25.987303,0.507494,0.329000
livingroom,30,cnlm_cuda,5,3,25.658272,0.507448,0.047000
livingroom,30,swnlm,8,1,25.951293,0.507532,12.594000
livingroom,30,cnlm,8,1,25.404870,0.507493,1.306000
livingroom,30,swnlm_cuda,8,1,25.953707,0.507532,0.095000
livingroom,30,cnlm_cuda,8,1,25.404867,0.507493,0.039000
livingroom,30,swnlm,8,2,26.417649,0.507609,48.317000
livingroom,30,cnlm,8,2,25.871553,0.507554,2.546000
livingroom,30,swnlm_cuda,8,2,26.421599,0.507608,0.258000
livingroom,30,cnlm_cuda,8,2,25.871547,0.507554,0.063000
livingroom,30,swnlm,8,3,26.272055,0.507558,111.680000
livingroom,30,cnlm,8,3,25.901290,0.507558,4.182000
livingroom,30,swnlm_cuda,8,3,26.275217,0.507557,0.786000
livingroom,30,cnlm_cuda,8,3,25.901285,0.507558,0.102000
livingroom,30,swnlm,10,1,25.941868,0.507545,19.105000
livingroom,30,cnlm,10,1,25.413563,0.507533,1.967000
livingroom,30,swnlm_cuda,10,1,25.943645,0.507545,0.146000
livingroom,30,cnlm_cuda,10,1,25.413569,0.507533,0.079000
livingroom,30,swnlm,10,2,26.432860,0.507632,73.627000
livingroom,30,cnlm,10,2,25.871474,0.507597,3.878000
livingroom,30,swnlm_cuda,10,2,26.435671,0.507632,0.384000
livingroom,30,cnlm_cuda,10,2,25.871483,0.507597,0.098000
livingroom,30,swnlm,10,3,26.331427,0.507586,170.608000
livingroom,30,cnlm,10,3,25.900698,0.507602,6.381000
livingroom,30,swnlm_cuda,10,3,26.334297,0.507586,1.187000
livingroom,30,cnlm_cuda,10,3,25.900706,0.507602,0.150000
livingroom,40,noisy,-,-,16.348710,0.504932,-
livingroom,40,swnlm,5,1,24.261912,0.507579,5.312000
livingroom,40,cnlm,5,1,23.451676,0.507418,0.551000
livingroom,40,swnlm_cuda,5,1,24.267375,0.507579,0.041000
livingroom,40,cnlm_cuda,5,1,23.451675,0.507418,0.014000
livingroom,40,swnlm,5,2,24.789311,0.507694,20.320000
livingroom,40,cnlm,5,2,23.994046,0.507515,1.075000
livingroom,40,swnlm_cuda,5,2,24.793345,0.507693,0.113000
livingroom,40,cnlm_cuda,5,2,23.994041,0.507515,0.027000
livingroom,40,swnlm,5,3,24.619996,0.507690,46.708000
livingroom,40,cnlm,5,3,24.031832,0.507522,1.755000
livingroom,40,swnlm_cuda,5,3,24.623201,0.507690,0.330000
livingroom,40,cnlm_cuda,5,3,24.031826,0.507522,0.046000
livingroom,40,swnlm,8,1,24.347610,0.507631,12.615000
livingroom,40,cnlm,8,1,23.656047,0.507551,1.292000
livingroom,40,swnlm_cuda,8,1,24.350315,0.507631,0.094000
livingroom,40,cnlm_cuda,8,1,23.656045,0.507551,0.040000
livingroom,40,swnlm,8,2,24.952998,0.507756,48.474000
livingroom,40,cnlm,8,2,24.199004,0.507647,2.543000
livingroom,40,swnlm_cuda,8,2,24.955179,0.507755,0.252000
livingroom,40,cnlm_cuda,8,2,24.198999,0.507647,0.060000
livingroom,40,swnlm,8,3,24.869231,0.507770,112.000000
livingroom,40,cnlm,8,3,24.234153,0.507654,4.194000
livingroom,40,swnlm_cuda,8,3,24.871176,0.507770,0.773000
livingroom,40,cnlm_cuda,8,3,24.234162,0.507654,0.098000
livingroom,40,swnlm,10,1,24.334433,0.507648,19.164000
livingroom,40,cnlm,10,1,23.645146,0.507600,1.959000
livingroom,40,swnlm_cuda,10,1,24.336458,0.507648,0.139000
livingroom,40,cnlm_cuda,10,1,23.645124,0.507600,0.079000
livingroom,40,swnlm,10,2,24.968032,0.507776,73.816000
livingroom,40,cnlm,10,2,24.177463,0.507697,3.879000
livingroom,40,swnlm_cuda,10,2,24.969624,0.507776,0.382000
livingroom,40,cnlm_cuda,10,2,24.177468,0.507697,0.098000
livingroom,40,swnlm,10,3,24.903275,0.507798,170.904000
livingroom,40,cnlm,10,3,24.210968,0.507704,6.419000
livingroom,40,swnlm_cuda,10,3,24.905093,0.507798,1.180000
livingroom,40,cnlm_cuda,10,3,24.210964,0.507704,0.147000
livingroom,50,noisy,-,-,14.550034,0.504076,-
livingroom,50,swnlm,5,1,22.863895,0.507669,5.311000
livingroom,50,cnlm,5,1,22.116261,0.507453,0.548000
livingroom,50,swnlm_cuda,5,1,22.870531,0.507669,0.045000
livingroom,50,cnlm_cuda,5,1,22.116266,0.507453,0.016000
livingroom,50,swnlm,5,2,23.587173,0.507839,20.359000
livingroom,50,cnlm,5,2,22.715874,0.507590,1.070000
livingroom,50,swnlm_cuda,5,2,23.591726,0.507839,0.112000
livingroom,50,cnlm_cuda,5,2,22.715875,0.507590,0.025000
livingroom,50,swnlm,5,3,23.364913,0.507866,46.793000
livingroom,50,cnlm,5,3,22.757943,0.507600,1.747000
livingroom,50,swnlm_cuda,5,3,23.368094,0.507866,0.323000
livingroom,50,cnlm_cuda,5,3,22.757942,0.507600,0.044000
livingroom,50,swnlm,8,1,22.967589,0.507741,12.609000
livingroom,50,cnlm,8,1,22.291542,0.507612,1.290000
livingroom,50,swnlm_cuda,8,1,22.971213,0.507740,0.097000
livingroom,50,cnlm_cuda,8,1,22.291536,0.507612,0.036000
livingroom,50,swnlm,8,2,23.772122,0.507902,48.585000
livingroom,50,cnlm,8,2,22.885179,0.507744,2.543000
livingroom,50,swnlm_cuda,8,2,23.774840,0.507902,0.249000
livingroom,50,cnlm_cuda,8,2,22.885183,0.507744,0.060000
livingroom,50,swnlm,8,3,23.618033,0.507946,112.105000
livingroom,50,cnlm,8,3,22.924507,0.507753,4.177000
livingroom,50,swnlm_cuda,8,3,23.620234,0.507946,0.770000
livingroom,50,cnlm_cuda,8,3,22.924506,0.507753,0.098000
livingroom,50,swnlm,10,1,22.961248,0.507764,19.182000
livingroom,50,cnlm,10,1,22.272494,0.507671,1.965000
livingroom,50,swnlm_cuda,10,1,22.963977,0.507764,0.138000
livingroom,50,cnlm_cuda,10,1,22.272483,0.507671,0.079000
livingroom,50,swnlm,10,2,23.802559,0.507922,73.976000
livingroom,50,cnlm,10,2,22.855064,0.507800,3.880000
livingroom,50,swnlm_cuda,10,2,23.804471,0.507922,0.381000
livingroom,50,cnlm_cuda,10,2,22.855059,0.507800,0.098000
livingroom,50,swnlm,10,3,23.652555,0.507969,171.085000
livingroom,50,cnlm,10,3,22.892422,0.507809,6.403000
livingroom,50,swnlm_cuda,10,3,23.654342,0.507969,1.176000
livingroom,50,cnlm_cuda,10,3,22.892423,0.507809,0.146000
livingroom,60,noisy,-,-,13.181944,0.503381,-
livingroom,60,swnlm,5,1,21.607193,0.507782,5.320000
livingroom,60,cnlm,5,1,21.125105,0.507528,0.554000
livingroom,60,swnlm_cuda,5,1,21.615613,0.507782,0.040000
livingroom,60,cnlm_cuda,5,1,21.125105,0.507528,0.014000
livingroom,60,swnlm,5,2,22.457042,0.507975,20.343000
livingroom,60,cnlm,5,2,21.769496,0.507704,1.072000
livingroom,60,swnlm_cuda,5,2,22.462285,0.507975,0.118000
livingroom,60,cnlm_cuda,5,2,21.769500,0.507704,0.025000
livingroom,60,swnlm,5,3,22.113849,0.507990,46.822000
livingroom,60,cnlm,5,3,21.814049,0.507716,1.749000
livingroom,60,swnlm_cuda,5,3,22.117244,0.507990,0.322000
livingroom,60,cnlm_cuda,5,3,21.814050,0.507716,0.044000
livingroom,60,swnlm,8,1,21.693238,0.507865,12.625000
livingroom,60,cnlm,8,1,21.268244,0.507702,1.303000
livingroom,60,swnlm_cuda,8,1,21.698411,0.507865,0.097000
livingroom,60,cnlm_cuda,8,1,21.268244,0.507702,0.036000
livingroom,60,swnlm,8,2,22.689495,0.508045,48.576000
livingroom,60,cnlm,8,2,21.900257,0.507866,2.543000
livingroom,60,swnlm_cuda,8,2,22.693259,0.508045,0.250000
livingroom,60,cnlm_cuda,8,2,21.900256,0.507866,0.060000
livingroom,60,swnlm,8,3,22.455925,0.508078,112.208000
livingroom,60,cnlm,8,3,21.942236,0.507877,4.199000
livingroom,60,swnlm_cuda,8,3,22.457960,0.508078,0.772000
livingroom,60,cnlm_cuda,8,3,21.942234,0.507877,0.099000
livingroom,60,swnlm,10,1,21.685727,0.507892,19.197000
livingroom,60,cnlm,10,1,21.232265,0.507766,1.980000
livingroom,60,swnlm_cuda,10,1,21.689698,0.507891,0.138000
livingroom,60,cnlm_cuda,10,1,21.232268,0.507766,0.079000
livingroom,60,swnlm,10,2,22.742992,0.508065,74.017000
livingroom,60,cnlm,10,2,21.851516,0.507925,3.876000
livingroom,60,swnlm_cuda,10,2,22.746112,0.508065,0.381000
livingroom,60,cnlm_cuda,10,2,21.851516,0.507925,0.098000
livingroom,60,swnlm,10,3,22.545062,0.508101,171.310000
livingroom,60,cnlm,10,3,21.890217,0.507936,6.427000
livingroom,60,swnlm_cuda,10,3,22.546922,0.508101,1.179000
livingroom,60,cnlm_cuda,10,3,21.890219,0.507936,0.147000
